ROUTE,YEAR,MONTH,DAY_TYPE,AVG_RIDES
147,2013,2,Saturday,11937
147,2013,2,Sunday - Holiday,8006
148,2013,2,Weekday,2383
15,2013,2,Weekday,8763
15,2013,2,Saturday,5323
15,2013,2,Sunday - Holiday,4082
151,2013,2,Weekday,19418
151,2013,2,Saturday,17172
151,2013,2,Sunday - Holiday,12752
152,2013,2,Weekday,10367
152,2013,2,Saturday,4846
152,2013,2,Sunday - Holiday,3160
155,2013,2,Weekday,7076
155,2013,2,Saturday,5320
155,2013,2,Sunday - Holiday,4843
156,2013,2,Weekday,8494
157,2013,2,Weekday,7002
165,2013,2,Weekday,93
169,2013,2,Weekday,342
169,2013,2,Saturday,36
170,2013,2,Weekday,496
171,2013,2,Weekday,1870
171,2013,2,Saturday,534
171,2013,2,Sunday - Holiday,743
172,2013,2,Weekday,3025
172,2013,2,Saturday,800
172,2013,2,Sunday - Holiday,617
18,2013,2,Weekday,4122
18,2013,2,Saturday,2803
18,2013,2,Sunday - Holiday,2171
19,2013,2,Weekday,427
19,2013,2,Sunday - Holiday,272
192,2013,2,Weekday,1031
2,2013,2,Weekday,3157
20,2013,2,Weekday,21178
20,2013,2,Saturday,11704
20,2013,2,Sunday - Holiday,8279
201,2013,2,Weekday,2355
201,2013,2,Saturday,1114
205,2013,2,Weekday,1002
206,2013,2,Weekday,950
21,2013,2,Weekday,9481
21,2013,2,Saturday,8160
21,2013,2,Sunday - Holiday,5419
22,2013,2,Weekday,21604
22,2013,2,Saturday,18958
22,2013,2,Sunday - Holiday,14440
24,2013,2,Weekday,3723
26,2013,2,Weekday,3400
28,2013,2,Weekday,8290
28,2013,2,Saturday,3892
28,2013,2,Sunday - Holiday,2339
29,2013,2,Weekday,14511
29,2013,2,Saturday,10206
29,2013,2,Sunday - Holiday,7192
3,2013,2,Weekday,22590
3,2013,2,Saturday,15324
3,2013,2,Sunday - Holiday,10120
30,2013,2,Weekday,3714
30,2013,2,Saturday,1987
30,2013,2,Sunday - Holiday,733
33,2013,2,Weekday,695
34,2013,2,Weekday,6070
34,2013,2,Saturday,4323
34,2013,2,Sunday - Holiday,2996
35,2013,2,Weekday,5256
35,2013,2,Saturday,3015
35,2013,2,Sunday - Holiday,2166
36,2013,2,Weekday,15423
36,2013,2,Saturday,17594
36,2013,2,Sunday - Holiday,13824
37,2013,2,Weekday,1653
39,2013,2,Weekday,2134
4,2013,2,Weekday,23672
4,2013,2,Saturday,15924
4,2013,2,Sunday - Holiday,10869
43,2013,2,Weekday,1853
43,2013,2,Saturday,923
43,2013,2,Sunday - Holiday,549
44,2013,2,Weekday,4863
44,2013,2,Saturday,2035
44,2013,2,Sunday - Holiday,1377
47,2013,2,Weekday,11233
47,2013,2,Saturday,7761
47,2013,2,Sunday - Holiday,5355
48,2013,2,Weekday,1488
49,2013,2,Weekday,28232
49,2013,2,Saturday,18413
49,2013,2,Sunday - Holiday,13011
49B,2013,2,Weekday,5612
49B,2013,2,Saturday,3704
49B,2013,2,Sunday - Holiday,2880
5,2013,2,Weekday,447
5,2013,2,Saturday,585
5,2013,2,Sunday - Holiday,590
50,2013,2,Weekday,11553
50,2013,2,Saturday,6084
50,2013,2,Sunday - Holiday,3982
51,2013,2,Weekday,2147
51,2013,2,Saturday,1186
51,2013,2,Sunday - Holiday,860
52,2013,2,Weekday,13387
52,2013,2,Saturday,8543
52,2013,2,Sunday - Holiday,5914
52A,2013,2,Weekday,5031
52A,2013,2,Saturday,2184
52A,2013,2,Sunday - Holiday,1301
53,2013,2,Weekday,21098
53,2013,2,Saturday,13495
53,2013,2,Sunday - Holiday,9894
53A,2013,2,Weekday,8816
53A,2013,2,Saturday,3572
53A,2013,2,Sunday - Holiday,2116
54,2013,2,Weekday,11850
54,2013,2,Saturday,9026
54,2013,2,Sunday - Holiday,6233
54A,2013,2,Weekday,1047
54B,2013,2,Weekday,3437
54B,2013,2,Saturday,3178
54B,2013,2,Sunday - Holiday,1950
55,2013,2,Weekday,12423
55,2013,2,Saturday,8139
55,2013,2,Sunday - Holiday,6242
55A,2013,2,Weekday,270
55N,2013,2,Weekday,637
55N,2013,2,Saturday,160
56,2013,2,Weekday,10642
56,2013,2,Saturday,6523
56,2013,2,Sunday - Holiday,4310
57,2013,2,Weekday,3263
57,2013,2,Saturday,1487
57,2013,2,Sunday - Holiday,782
59,2013,2,Weekday,4128
59,2013,2,Saturday,2190
6,2013,2,Weekday,11632
6,2013,2,Saturday,10347
6,2013,2,Sunday - Holiday,7055
60,2013,2,Weekday,12404
60,2013,2,Saturday,6556
60,2013,2,Sunday - Holiday,4927
62,2013,2,Weekday,11893
62,2013,2,Saturday,6656
62,2013,2,Sunday - Holiday,5155
62H,2013,2,Weekday,1205
62H,2013,2,Saturday,577
63,2013,2,Weekday,20085
63,2013,2,Saturday,12598
63,2013,2,Sunday - Holiday,10216
63W,2013,2,Weekday,1429
63W,2013,2,Saturday,608
63W,2013,2,Sunday - Holiday,537
65,2013,2,Weekday,8031
65,2013,2,Saturday,4264
65,2013,2,Sunday - Holiday,2665
66,2013,2,Weekday,27381
66,2013,2,Saturday,16965
66,2013,2,Sunday - Holiday,11820
67,2013,2,Weekday,14430
67,2013,2,Saturday,10019
67,2013,2,Sunday - Holiday,7249
68,2013,2,Weekday,1533
68,2013,2,Saturday,624
68,2013,2,Sunday - Holiday,384
7,2013,2,Weekday,7522
70,2013,2,Weekday,10310
70,2013,2,Saturday,5948
70,2013,2,Sunday - Holiday,4398
71,2013,2,Weekday,9413
71,2013,2,Saturday,7523
71,2013,2,Sunday - Holiday,5847
72,2013,2,Weekday,16234
72,2013,2,Saturday,12903
72,2013,2,Sunday - Holiday,8903
73,2013,2,Weekday,6394
73,2013,2,Saturday,3102
73,2013,2,Sunday - Holiday,1919
74,2013,2,Weekday,14148
74,2013,2,Saturday,9567
74,2013,2,Sunday - Holiday,6838
75,2013,2,Weekday,7974
75,2013,2,Saturday,5429
75,2013,2,Sunday - Holiday,3981
76,2013,2,Weekday,12724
76,2013,2,Saturday,7565
76,2013,2,Sunday - Holiday,4979
77,2013,2,Weekday,23678
77,2013,2,Saturday,15389
77,2013,2,Sunday - Holiday,10830
78,2013,2,Weekday,9609
78,2013,2,Saturday,5524
78,2013,2,Sunday - Holiday,3633
79,2013,2,Weekday,30711
79,2013,2,Saturday,21000
79,2013,2,Sunday - Holiday,15149
8,2013,2,Weekday,25836
8,2013,2,Saturday,14723
8,2013,2,Sunday - Holiday,10096
80,2013,2,Weekday,14283
80,2013,2,Saturday,9498
80,2013,2,Sunday - Holiday,6686
81,2013,2,Weekday,13079
81,2013,2,Saturday,9766
81,2013,2,Sunday - Holiday,7268
81W,2013,2,Weekday,1906
81W,2013,2,Saturday,1023
81W,2013,2,Sunday - Holiday,644
82,2013,2,Weekday,20616
82,2013,2,Saturday,11561
82,2013,2,Sunday - Holiday,8181
84,2013,2,Weekday,4034
84,2013,2,Saturday,1894
84,2013,2,Sunday - Holiday,1269
85,2013,2,Weekday,11772
85,2013,2,Saturday,6960
85,2013,2,Sunday - Holiday,4907
85A,2013,2,Weekday,956
85A,2013,2,Saturday,392
86,2013,2,Weekday,3615
87,2013,2,Weekday,14660
87,2013,2,Saturday,9673
87,2013,2,Sunday - Holiday,6628
88,2013,2,Weekday,1467
88,2013,2,Saturday,648
88,2013,2,Sunday - Holiday,505
8A,2013,2,Weekday,3951
8A,2013,2,Saturday,2715
8A,2013,2,Sunday - Holiday,1755
9,2013,2,Weekday,30726
9,2013,2,Saturday,21236
9,2013,2,Sunday - Holiday,15480
90,2013,2,Weekday,4970
90,2013,2,Saturday,3257
90,2013,2,Sunday - Holiday,2157
91,2013,2,Weekday,7551
91,2013,2,Saturday,4029
91,2013,2,Sunday - Holiday,2573
92,2013,2,Weekday,7364
92,2013,2,Saturday,3950
92,2013,2,Sunday - Holiday,2784
93,2013,2,Weekday,3662
93,2013,2,Saturday,1542
94,2013,2,Weekday,10421
94,2013,2,Saturday,5191
94,2013,2,Sunday - Holiday,3837
95E,2013,2,Weekday,4610
95E,2013,2,Saturday,2897
95E,2013,2,Sunday - Holiday,2133
95W,2013,2,Weekday,3193
95W,2013,2,Saturday,2719
95W,2013,2,Sunday - Holiday,2080
96,2013,2,Weekday,916
97,2013,2,Weekday,3613
97,2013,2,Saturday,2389
97,2013,2,Sunday - Holiday,1570
J14,2013,2,Weekday,12244
J14,2013,2,Saturday,6213
J14,2013,2,Sunday - Holiday,3836
X98,2013,2,Weekday,176
X98,2013,2,Saturday,33
0,2013,1,Weekday,9197
0,2013,1,Saturday,3169
0,2013,1,Sunday - Holiday,3241
1,2013,1,Weekday,2069
10,2013,1,Weekday,497
10,2013,1,Saturday,682
10,2013,1,Sunday - Holiday,521
100,2013,1,Weekday,918
1001,2013,1,Weekday,5
1001,2013,1,Sunday - Holiday,2
103,2013,1,Weekday,3222
103,2013,1,Saturday,1587
103,2013,1,Sunday - Holiday,1092
106,2013,1,Weekday,2235
106,2013,1,Saturday,667
106,2013,1,Sunday - Holiday,309
108,2013,1,Weekday,1942
11,2013,1,Weekday,1559
11,2013,1,Saturday,926
11,2013,1,Sunday - Holiday,625
111,2013,1,Weekday,3346
111,2013,1,Saturday,1914
111,2013,1,Sunday - Holiday,1261
112,2013,1,Weekday,2913
112,2013,1,Saturday,1358
112,2013,1,Sunday - Holiday,795
115,2013,1,Weekday,3550
115,2013,1,Saturday,1893
115,2013,1,Sunday - Holiday,1355
119,2013,1,Weekday,5325
119,2013,1,Saturday,3825
119,2013,1,Sunday - Holiday,2547
12,2013,1,Weekday,14281
12,2013,1,Saturday,9352
12,2013,1,Sunday - Holiday,6864
120,2013,1,Weekday,1231
121,2013,1,Weekday,1486
124,2013,1,Weekday,967
124,2013,1,Saturday,906
124,2013,1,Sunday - Holiday,448
125,2013,1,Weekday,1819
126,2013,1,Weekday,6771
126,2013,1,Saturday,3168
126,2013,1,Sunday - Holiday,2098
132,2013,1,Weekday,373
134,2013,1,Weekday,3560
135,2013,1,Weekday,4055
136,2013,1,Weekday,2427
143,2013,1,Weekday,1957
146,2013,1,Weekday,13849
146,2013,1,Saturday,11147
146,2013,1,Sunday - Holiday,7638
147,2013,1,Weekday,14209
147,2013,1,Saturday,11114
147,2013,1,Sunday - Holiday,6711
148,2013,1,Weekday,2253
15,2013,1,Weekday,8351
15,2013,1,Saturday,5501
15,2013,1,Sunday - Holiday,3848
151,2013,1,Weekday,18968
151,2013,1,Saturday,16624
151,2013,1,Sunday - Holiday,11527
152,2013,1,Weekday,9784
152,2013,1,Saturday,4723
152,2013,1,Sunday - Holiday,2763
155,2013,1,Weekday,6421
155,2013,1,Saturday,5163
155,2013,1,Sunday - Holiday,4209
156,2013,1,Weekday,8346
157,2013,1,Weekday,5915
165,2013,1,Weekday,99
169,2013,1,Weekday,361
169,2013,1,Saturday,42
170,2013,1,Weekday,404
171,2013,1,Weekday,1669
171,2013,1,Saturday,501
171,2013,1,Sunday - Holiday,429
172,2013,1,Weekday,2799
172,2013,1,Saturday,495
172,2013,1,Sunday - Holiday,449
18,2013,1,Weekday,3855
18,2013,1,Saturday,2458
18,2013,1,Sunday - Holiday,1880
19,2013,1,Weekday,385
19,2013,1,Saturday,361
19,2013,1,Sunday - Holiday,269
192,2013,1,Weekday,979
2,2013,1,Weekday,2940
20,2013,1,Weekday,20078
20,2013,1,Saturday,11911
20,2013,1,Sunday - Holiday,7403
201,2013,1,Weekday,2234
201,2013,1,Saturday,1292
205,2013,1,Weekday,967
206,2013,1,Weekday,781
21,2013,1,Weekday,8545
21,2013,1,Saturday,7083
21,2013,1,Sunday - Holiday,4012
22,2013,1,Weekday,20554
22,2013,1,Saturday,18122
22,2013,1,Sunday - Holiday,12591
24,2013,1,Weekday,3479
26,2013,1,Weekday,3233
28,2013,1,Weekday,7836
28,2013,1,Saturday,3763
28,2013,1,Sunday - Holiday,2196
29,2013,1,Weekday,13693
29,2013,1,Saturday,9863
29,2013,1,Sunday - Holiday,6713
3,2013,1,Weekday,20751
3,2013,1,Saturday,13298
3,2013,1,Sunday - Holiday,7812
30,2013,1,Weekday,3520
30,2013,1,Saturday,1995
30,2013,1,Sunday - Holiday,678
33,2013,1,Weekday,669
34,2013,1,Weekday,5939
34,2013,1,Saturday,4437
34,2013,1,Sunday - Holiday,2842
35,2013,1,Weekday,4915
35,2013,1,Saturday,2962
35,2013,1,Sunday - Holiday,1610
36,2013,1,Weekday,15105
36,2013,1,Saturday,16565
36,2013,1,Sunday - Holiday,11441
37,2013,1,Weekday,1637
39,2013,1,Weekday,2060
4,2013,1,Weekday,22488
4,2013,1,Saturday,15305
4,2013,1,Sunday - Holiday,9898
43,2013,1,Weekday,1811
43,2013,1,Saturday,973
43,2013,1,Sunday - Holiday,506
44,2013,1,Weekday,4640
44,2013,1,Saturday,2084
44,2013,1,Sunday - Holiday,1340
47,2013,1,Weekday,10682
47,2013,1,Saturday,7359
47,2013,1,Sunday - Holiday,4794
48,2013,1,Weekday,1373
49,2013,1,Weekday,27040
49,2013,1,Saturday,18372
49,2013,1,Sunday - Holiday,12030
49B,2013,1,Weekday,5608
49B,2013,1,Saturday,3709
49B,2013,1,Sunday - Holiday,2625
5,2013,1,Weekday,426
5,2013,1,Saturday,613
5,2013,1,Sunday - Holiday,500
50,2013,1,Weekday,10949
50,2013,1,Saturday,5950
50,2013,1,Sunday - Holiday,3470
51,2013,1,Weekday,2118
51,2013,1,Saturday,1158
51,2013,1,Sunday - Holiday,739
52,2013,1,Weekday,12780
52,2013,1,Saturday,8420
52,2013,1,Sunday - Holiday,5281
52A,2013,1,Weekday,4686
52A,2013,1,Saturday,2172
52A,2013,1,Sunday - Holiday,1264
53,2013,1,Weekday,20608
53,2013,1,Saturday,13943
53,2013,1,Sunday - Holiday,8993
53A,2013,1,Weekday,8020
53A,2013,1,Saturday,3697
53A,2013,1,Sunday - Holiday,1893
54,2013,1,Weekday,11333
54,2013,1,Saturday,9006
54,2013,1,Sunday - Holiday,5608
54A,2013,1,Weekday,1003
54B,2013,1,Weekday,3351
54B,2013,1,Saturday,3096
54B,2013,1,Sunday - Holiday,1654
55,2013,1,Weekday,11896
55,2013,1,Saturday,8407
55,2013,1,Sunday - Holiday,5669
55A,2013,1,Weekday,268
55N,2013,1,Weekday,577
55N,2013,1,Saturday,166
56,2013,1,Weekday,10282
56,2013,1,Saturday,6293
56,2013,1,Sunday - Holiday,3775
57,2013,1,Weekday,3145
57,2013,1,Saturday,1375
57,2013,1,Sunday - Holiday,770
59,2013,1,Weekday,4058
59,2013,1,Saturday,2172
6,2013,1,Weekday,11234
6,2013,1,Saturday,10350
6,2013,1,Sunday - Holiday,6462
60,2013,1,Weekday,11011
60,2013,1,Saturday,6384
60,2013,1,Sunday - Holiday,4125
62,2013,1,Weekday,11018
62,2013,1,Saturday,6419
62,2013,1,Sunday - Holiday,4308
62H,2013,1,Weekday,1178
62H,2013,1,Saturday,522
63,2013,1,Weekday,19596
63,2013,1,Saturday,12541
63,2013,1,Sunday - Holiday,9383
63W,2013,1,Weekday,1362
63W,2013,1,Saturday,644
63W,2013,1,Sunday - Holiday,484
65,2013,1,Weekday,7719
65,2013,1,Saturday,4298
65,2013,1,Sunday - Holiday,2578
66,2013,1,Weekday,26390
66,2013,1,Saturday,16412
66,2013,1,Sunday - Holiday,10857
67,2013,1,Weekday,13743
67,2013,1,Saturday,9841
67,2013,1,Sunday - Holiday,6518
68,2013,1,Weekday,1462
68,2013,1,Saturday,645
68,2013,1,Sunday - Holiday,362
7,2013,1,Weekday,6813
70,2013,1,Weekday,9713
70,2013,1,Saturday,5949
70,2013,1,Sunday - Holiday,3906
71,2013,1,Weekday,8807
71,2013,1,Saturday,7706
71,2013,1,Sunday - Holiday,5339
72,2013,1,Weekday,15591
72,2013,1,Saturday,12803
72,2013,1,Sunday - Holiday,7781
73,2013,1,Weekday,6066
73,2013,1,Saturday,3026
73,2013,1,Sunday - Holiday,1721
74,2013,1,Weekday,13402
74,2013,1,Saturday,9419
74,2013,1,Sunday - Holiday,5965
75,2013,1,Weekday,7633
75,2013,1,Saturday,5464
75,2013,1,Sunday - Holiday,3603
76,2013,1,Weekday,12142
76,2013,1,Saturday,7524
76,2013,1,Sunday - Holiday,4360
77,2013,1,Weekday,22655
77,2013,1,Saturday,14729
77,2013,1,Sunday - Holiday,9938
78,2013,1,Weekday,9351
78,2013,1,Saturday,5846
78,2013,1,Sunday - Holiday,3399
79,2013,1,Weekday,29039
79,2013,1,Saturday,20424
79,2013,1,Sunday - Holiday,13719
8,2013,1,Weekday,22540
8,2013,1,Saturday,13325
8,2013,1,Sunday - Holiday,8581
80,2013,1,Weekday,13990
80,2013,1,Saturday,9407
80,2013,1,Sunday - Holiday,5962
81,2013,1,Weekday,12688
81,2013,1,Saturday,9890
81,2013,1,Sunday - Holiday,6959
81W,2013,1,Weekday,1793
81W,2013,1,Saturday,1043
81W,2013,1,Sunday - Holiday,577
82,2013,1,Weekday,19726
82,2013,1,Saturday,11433
82,2013,1,Sunday - Holiday,7353
84,2013,1,Weekday,3766
84,2013,1,Saturday,1891
84,2013,1,Sunday - Holiday,1078
85,2013,1,Weekday,11388
85,2013,1,Saturday,7146
85,2013,1,Sunday - Holiday,4476
85A,2013,1,Weekday,937
85A,2013,1,Saturday,401
86,2013,1,Weekday,3166
87,2013,1,Weekday,14181
87,2013,1,Saturday,9983
87,2013,1,Sunday - Holiday,6375
88,2013,1,Weekday,1378
88,2013,1,Saturday,683
88,2013,1,Sunday - Holiday,403
8A,2013,1,Weekday,3733
8A,2013,1,Saturday,2735
8A,2013,1,Sunday - Holiday,1747
9,2013,1,Weekday,29535
9,2013,1,Saturday,21172
9,2013,1,Sunday - Holiday,13954
90,2013,1,Weekday,4829
90,2013,1,Saturday,3428
90,2013,1,Sunday - Holiday,1802
91,2013,1,Weekday,7273
91,2013,1,Saturday,4184
91,2013,1,Sunday - Holiday,2429
92,2013,1,Weekday,7104
92,2013,1,Saturday,3915
92,2013,1,Sunday - Holiday,2528
93,2013,1,Weekday,3516
93,2013,1,Saturday,1538
94,2013,1,Weekday,10120
94,2013,1,Saturday,5198
94,2013,1,Sunday - Holiday,3446
95E,2013,1,Weekday,4567
95E,2013,1,Saturday,2883
95E,2013,1,Sunday - Holiday,1943
95W,2013,1,Weekday,3142
95W,2013,1,Saturday,2586
95W,2013,1,Sunday - Holiday,1956
96,2013,1,Weekday,860
97,2013,1,Weekday,3470
97,2013,1,Saturday,2391
97,2013,1,Sunday - Holiday,1485
J14,2013,1,Weekday,11475
J14,2013,1,Saturday,5803
J14,2013,1,Sunday - Holiday,3321
X98,2013,1,Weekday,179
X98,2013,1,Saturday,31
0,2012,12,Weekday,6184
0,2012,12,Saturday,2658
0,2012,12,Sunday - Holiday,2085
1,2012,12,Weekday,2245
10,2012,12,Weekday,532
10,2012,12,Saturday,1025
10,2012,12,Sunday - Holiday,703
100,2012,12,Weekday,884
103,2012,12,Weekday,3065
103,2012,12,Saturday,1628
103,2012,12,Sunday - Holiday,1188
106,2012,12,Weekday,1649
106,2012,12,Saturday,657
106,2012,12,Sunday - Holiday,349
108,2012,12,Weekday,1773
11,2012,12,Weekday,3327
11,2012,12,Saturday,1784
11,2012,12,Sunday - Holiday,964
111,2012,12,Weekday,4721
111,2012,12,Saturday,3044
111,2012,12,Sunday - Holiday,1774
112,2012,12,Weekday,2660
112,2012,12,Saturday,1330
112,2012,12,Sunday - Holiday,898
115,2012,12,Weekday,2953
115,2012,12,Saturday,1820
115,2012,12,Sunday - Holiday,1416
119,2012,12,Weekday,5408
119,2012,12,Saturday,4126
119,2012,12,Sunday - Holiday,3022
12,2012,12,Weekday,15063
12,2012,12,Saturday,10117
12,2012,12,Sunday - Holiday,7570
120,2012,12,Weekday,805
121,2012,12,Weekday,1050
122,2012,12,Weekday,502
123,2012,12,Weekday,493
124,2012,12,Weekday,949
124,2012,12,Saturday,1208
124,2012,12,Sunday - Holiday,699
125,2012,12,Weekday,1603
126,2012,12,Weekday,6069
126,2012,12,Saturday,3340
126,2012,12,Sunday - Holiday,2380
128,2012,12,Sunday - Holiday,1038
129,2012,12,Weekday,904
132,2012,12,Weekday,284
134,2012,12,Weekday,2728
135,2012,12,Weekday,3318
136,2012,12,Weekday,2031
143,2012,12,Weekday,1494
144,2012,12,Weekday,1106
145,2012,12,Weekday,6578
145,2012,12,Saturday,4655
145,2012,12,Sunday - Holiday,3269
146,2012,12,Weekday,11677
146,2012,12,Saturday,10101
146,2012,12,Sunday - Holiday,8596
147,2012,12,Weekday,14382
147,2012,12,Saturday,11953
147,2012,12,Sunday - Holiday,7916
148,2012,12,Weekday,2048
15,2012,12,Weekday,8053
15,2012,12,Saturday,5745
15,2012,12,Sunday - Holiday,4147
151,2012,12,Weekday,19413
151,2012,12,Saturday,19403
151,2012,12,Sunday - Holiday,13775
152,2012,12,Weekday,9280
152,2012,12,Saturday,4873
152,2012,12,Sunday - Holiday,2940
155,2012,12,Weekday,6032
155,2012,12,Saturday,5349
155,2012,12,Sunday - Holiday,4424
156,2012,12,Weekday,7007
157,2012,12,Weekday,4998
165,2012,12,Weekday,77
169,2012,12,Weekday,372
169,2012,12,Saturday,46
17,2012,12,Weekday,512
170,2012,12,Weekday,319
171,2012,12,Weekday,1224
171,2012,12,Saturday,261
171,2012,12,Sunday - Holiday,296
172,2012,12,Weekday,1539
172,2012,12,Saturday,419
172,2012,12,Sunday - Holiday,319
18,2012,12,Weekday,3658
18,2012,12,Saturday,2372
18,2012,12,Sunday - Holiday,1901
19,2012,12,Weekday,371
19,2012,12,Saturday,554
192,2012,12,Weekday,815
2,2012,12,Weekday,2470
20,2012,12,Weekday,19606
20,2012,12,Saturday,12739
20,2012,12,Sunday - Holiday,8437
201,2012,12,Weekday,1904
201,2012,12,Saturday,1021
205,2012,12,Weekday,1053
206,2012,12,Weekday,670
21,2012,12,Weekday,9339
21,2012,12,Saturday,8039
21,2012,12,Sunday - Holiday,5018
22,2012,12,Weekday,20064
22,2012,12,Saturday,18496
22,2012,12,Sunday - Holiday,12924
24,2012,12,Weekday,3310
26,2012,12,Weekday,2991
28,2012,12,Weekday,5755
28,2012,12,Saturday,3932
28,2012,12,Sunday - Holiday,2553
29,2012,12,Weekday,13950
29,2012,12,Saturday,11230
29,2012,12,Sunday - Holiday,7593
3,2012,12,Weekday,20508
3,2012,12,Saturday,14366
3,2012,12,Sunday - Holiday,9025
30,2012,12,Weekday,3342
30,2012,12,Saturday,2197
30,2012,12,Sunday - Holiday,763
33,2012,12,Weekday,559
34,2012,12,Weekday,5806
34,2012,12,Saturday,4512
34,2012,12,Sunday - Holiday,3157
35,2012,12,Weekday,5081
35,2012,12,Saturday,3109
35,2012,12,Sunday - Holiday,2086
36,2012,12,Weekday,15457
36,2012,12,Saturday,18263
36,2012,12,Sunday - Holiday,12513
37,2012,12,Weekday,996
39,2012,12,Weekday,2115
4,2012,12,Weekday,22542
4,2012,12,Saturday,15393
4,2012,12,Sunday - Holiday,11015
43,2012,12,Weekday,1748
43,2012,12,Saturday,1087
43,2012,12,Sunday - Holiday,566
44,2012,12,Weekday,4526
44,2012,12,Saturday,2119
44,2012,12,Sunday - Holiday,1425
47,2012,12,Weekday,10929
47,2012,12,Saturday,8370
47,2012,12,Sunday - Holiday,5514
48,2012,12,Weekday,1184
49,2012,12,Weekday,26549
49,2012,12,Saturday,18947
49,2012,12,Sunday - Holiday,12781
49A,2012,12,Weekday,578
49B,2012,12,Weekday,5504
49B,2012,12,Saturday,3726
49B,2012,12,Sunday - Holiday,2812
5,2012,12,Weekday,518
5,2012,12,Saturday,597
5,2012,12,Sunday - Holiday,543
50,2012,12,Weekday,9780
50,2012,12,Saturday,5886
50,2012,12,Sunday - Holiday,3528
51,2012,12,Weekday,2001
51,2012,12,Saturday,1298
51,2012,12,Sunday - Holiday,866
52,2012,12,Weekday,12702
52,2012,12,Saturday,8813
52,2012,12,Sunday - Holiday,6134
52A,2012,12,Weekday,4577
52A,2012,12,Saturday,2308
52A,2012,12,Sunday - Holiday,1421
53,2012,12,Weekday,20616
53,2012,12,Saturday,14866
53,2012,12,Sunday - Holiday,10463
53A,2012,12,Weekday,7516
53A,2012,12,Saturday,3992
53A,2012,12,Sunday - Holiday,2255
54,2012,12,Weekday,11986
54,2012,12,Saturday,9763
54,2012,12,Sunday - Holiday,6693
54A,2012,12,Weekday,988
54B,2012,12,Weekday,3798
54B,2012,12,Saturday,3554
54B,2012,12,Sunday - Holiday,2195
55,2012,12,Weekday,11943
55,2012,12,Saturday,8686
55,2012,12,Sunday - Holiday,6327
55A,2012,12,Weekday,254
55N,2012,12,Weekday,597
55N,2012,12,Saturday,183
56,2012,12,Weekday,9960
56,2012,12,Saturday,6569
56,2012,12,Sunday - Holiday,4032
56A,2012,12,Weekday,857
57,2012,12,Weekday,2987
57,2012,12,Saturday,1559
57,2012,12,Sunday - Holiday,815
59,2012,12,Weekday,3807
59,2012,12,Saturday,2094
6,2012,12,Weekday,10691
6,2012,12,Saturday,10066
6,2012,12,Sunday - Holiday,6726
60,2012,12,Weekday,10465
60,2012,12,Saturday,6970
60,2012,12,Sunday - Holiday,4914
62,2012,12,Weekday,10962
62,2012,12,Saturday,7071
62,2012,12,Sunday - Holiday,5033
62H,2012,12,Weekday,1158
62H,2012,12,Saturday,615
63,2012,12,Weekday,18742
63,2012,12,Saturday,13203
63,2012,12,Sunday - Holiday,10422
63W,2012,12,Weekday,1438
63W,2012,12,Saturday,631
63W,2012,12,Sunday - Holiday,528
64,2012,12,Weekday,184
65,2012,12,Weekday,7622
65,2012,12,Saturday,4768
65,2012,12,Sunday - Holiday,2994
66,2012,12,Weekday,25514
66,2012,12,Saturday,17908
66,2012,12,Sunday - Holiday,12058
67,2012,12,Weekday,13718
67,2012,12,Saturday,10360
67,2012,12,Sunday - Holiday,7564
68,2012,12,Weekday,1286
68,2012,12,Saturday,598
68,2012,12,Sunday - Holiday,374
69,2012,12,Weekday,451
7,2012,12,Weekday,5932
70,2012,12,Weekday,9186
70,2012,12,Saturday,6348
70,2012,12,Sunday - Holiday,4214
71,2012,12,Weekday,9183
71,2012,12,Saturday,7941
71,2012,12,Sunday - Holiday,5885
72,2012,12,Weekday,15857
72,2012,12,Saturday,13432
72,2012,12,Sunday - Holiday,8562
73,2012,12,Weekday,5626
73,2012,12,Saturday,2944
73,2012,12,Sunday - Holiday,1822
74,2012,12,Weekday,12467
74,2012,12,Saturday,9624
74,2012,12,Sunday - Holiday,6524
75,2012,12,Weekday,7495
75,2012,12,Saturday,5500
75,2012,12,Sunday - Holiday,4407
76,2012,12,Weekday,11481
76,2012,12,Saturday,7542
76,2012,12,Sunday - Holiday,4478
77,2012,12,Weekday,21665
77,2012,12,Saturday,15692
77,2012,12,Sunday - Holiday,10484
78,2012,12,Weekday,8308
78,2012,12,Saturday,5783
78,2012,12,Sunday - Holiday,3827
79,2012,12,Weekday,29243
79,2012,12,Saturday,22245
79,2012,12,Sunday - Holiday,15471
8,2012,12,Weekday,20771
8,2012,12,Saturday,13166
8,2012,12,Sunday - Holiday,9062
80,2012,12,Weekday,13808
80,2012,12,Saturday,9938
80,2012,12,Sunday - Holiday,6788
81,2012,12,Weekday,11864
81,2012,12,Saturday,9739
81,2012,12,Sunday - Holiday,7170
81W,2012,12,Weekday,1565
81W,2012,12,Saturday,1033
81W,2012,12,Sunday - Holiday,641
82,2012,12,Weekday,18683
82,2012,12,Saturday,12294
82,2012,12,Sunday - Holiday,8514
84,2012,12,Weekday,3489
84,2012,12,Saturday,1800
84,2012,12,Sunday - Holiday,1151
85,2012,12,Weekday,10953
85,2012,12,Saturday,7336
85,2012,12,Sunday - Holiday,5210
85A,2012,12,Weekday,992
