ROUTE,YEAR,MONTH,DAY_TYPE,AVG_RIDES
169,2021,9,Saturday,8
171,2021,9,Weekday,212
171,2021,9,Saturday,66
172,2021,9,Weekday,972
172,2021,9,Saturday,233
172,2021,9,Sunday - Holiday,222
18,2021,9,Weekday,2197
18,2021,9,Saturday,1740
18,2021,9,Sunday - Holiday,1182
19,2021,9,Weekday,42
19,2021,9,Saturday,178
192,2021,9,Weekday,364
2,2021,9,Weekday,1318
20,2021,9,Weekday,8025
20,2021,9,Saturday,4759
20,2021,9,Sunday - Holiday,3687
201,2021,9,Weekday,1128
201,2021,9,Saturday,678
206,2021,9,Weekday,354
21,2021,9,Weekday,5708
21,2021,9,Saturday,4059
21,2021,9,Sunday - Holiday,3088
22,2021,9,Weekday,10502
22,2021,9,Saturday,8462
22,2021,9,Sunday - Holiday,7060
24,2021,9,Weekday,1325
26,2021,9,Weekday,2333
28,2021,9,Weekday,2831
28,2021,9,Saturday,1717
28,2021,9,Sunday - Holiday,1296
29,2021,9,Weekday,5304
29,2021,9,Saturday,4645
29,2021,9,Sunday - Holiday,3248
3,2021,9,Weekday,9505
3,2021,9,Saturday,6529
3,2021,9,Sunday - Holiday,5047
30,2021,9,Weekday,1871
30,2021,9,Saturday,958
30,2021,9,Sunday - Holiday,557
31,2021,9,Weekday,333
34,2021,9,Weekday,2178
34,2021,9,Saturday,1579
34,2021,9,Sunday - Holiday,1114
35,2021,9,Weekday,2920
35,2021,9,Saturday,1581
35,2021,9,Sunday - Holiday,1189
36,2021,9,Weekday,8262
36,2021,9,Saturday,8324
36,2021,9,Sunday - Holiday,6147
37,2021,9,Weekday,381
39,2021,9,Weekday,1156
39,2021,9,Saturday,411
39,2021,9,Sunday - Holiday,333
4,2021,9,Weekday,10973
4,2021,9,Saturday,7565
4,2021,9,Sunday - Holiday,6231
43,2021,9,Weekday,795
43,2021,9,Saturday,365
43,2021,9,Sunday - Holiday,330
44,2021,9,Weekday,1719
44,2021,9,Saturday,887
44,2021,9,Sunday - Holiday,622
47,2021,9,Weekday,6423
47,2021,9,Saturday,3981
47,2021,9,Sunday - Holiday,3156
48,2021,9,Weekday,540
49,2021,9,Weekday,9859
49,2021,9,Saturday,8166
49,2021,9,Sunday - Holiday,6135
49B,2021,9,Weekday,3541
49B,2021,9,Saturday,2232
49B,2021,9,Sunday - Holiday,1897
5,2021,9,Weekday,211
5,2021,9,Saturday,198
5,2021,9,Sunday - Holiday,240
50,2021,9,Weekday,6884
50,2021,9,Saturday,3723
50,2021,9,Sunday - Holiday,2725
51,2021,9,Weekday,860
51,2021,9,Saturday,535
51,2021,9,Sunday - Holiday,364
52,2021,9,Weekday,5610
52,2021,9,Saturday,3320
52,2021,9,Sunday - Holiday,2331
52A,2021,9,Weekday,2566
52A,2021,9,Saturday,1254
52A,2021,9,Sunday - Holiday,737
53,2021,9,Weekday,11291
53,2021,9,Saturday,6823
53,2021,9,Sunday - Holiday,5301
53A,2021,9,Weekday,5059
53A,2021,9,Saturday,1984
53A,2021,9,Sunday - Holiday,1378
54,2021,9,Weekday,5935
54,2021,9,Saturday,4236
54,2021,9,Sunday - Holiday,3052
54A,2021,9,Weekday,426
54B,2021,9,Weekday,1711
54B,2021,9,Saturday,1255
54B,2021,9,Sunday - Holiday,960
55,2021,9,Weekday,5271
55,2021,9,Saturday,3829
55,2021,9,Sunday - Holiday,3189
55A,2021,9,Weekday,138
55N,2021,9,Weekday,310
55N,2021,9,Saturday,189
56,2021,9,Weekday,5013
56,2021,9,Saturday,3363
56,2021,9,Sunday - Holiday,2565
57,2021,9,Weekday,1447
57,2021,9,Saturday,549
57,2021,9,Sunday - Holiday,301
59,2021,9,Weekday,1776
59,2021,9,Saturday,1009
6,2021,9,Weekday,5030
6,2021,9,Saturday,5467
6,2021,9,Sunday - Holiday,4116
60,2021,9,Weekday,7345
60,2021,9,Saturday,3991
60,2021,9,Sunday - Holiday,2776
62,2021,9,Weekday,6109
62,2021,9,Saturday,3715
62,2021,9,Sunday - Holiday,3210
62H,2021,9,Weekday,727
62H,2021,9,Saturday,386
63,2021,9,Weekday,8236
63,2021,9,Saturday,5177
63,2021,9,Sunday - Holiday,4680
63W,2021,9,Weekday,1125
63W,2021,9,Saturday,398
63W,2021,9,Sunday - Holiday,396
65,2021,9,Weekday,4218
65,2021,9,Saturday,2869
65,2021,9,Sunday - Holiday,2349
66,2021,9,Weekday,12729
66,2021,9,Saturday,9275
66,2021,9,Sunday - Holiday,7181
67,2021,9,Weekday,5238
67,2021,9,Saturday,3219
67,2021,9,Sunday - Holiday,2727
68,2021,9,Weekday,809
68,2021,9,Saturday,279
68,2021,9,Sunday - Holiday,187
7,2021,9,Weekday,2893
70,2021,9,Weekday,4998
70,2021,9,Saturday,2919
70,2021,9,Sunday - Holiday,2368
71,2021,9,Weekday,4999
71,2021,9,Saturday,3534
71,2021,9,Sunday - Holiday,2816
72,2021,9,Weekday,8313
72,2021,9,Saturday,6323
72,2021,9,Sunday - Holiday,4960
73,2021,9,Weekday,3060
73,2021,9,Saturday,1585
73,2021,9,Sunday - Holiday,1209
74,2021,9,Weekday,7425
74,2021,9,Saturday,5468
74,2021,9,Sunday - Holiday,3834
75,2021,9,Weekday,3993
75,2021,9,Saturday,2486
75,2021,9,Sunday - Holiday,1989
76,2021,9,Weekday,7107
76,2021,9,Saturday,4645
76,2021,9,Sunday - Holiday,3174
77,2021,9,Weekday,11483
77,2021,9,Saturday,7735
77,2021,9,Sunday - Holiday,5993
78,2021,9,Weekday,4376
78,2021,9,Saturday,2751
78,2021,9,Sunday - Holiday,2155
79,2021,9,Weekday,13071
79,2021,9,Saturday,8844
79,2021,9,Sunday - Holiday,7313
8,2021,9,Weekday,11966
8,2021,9,Saturday,7078
8,2021,9,Sunday - Holiday,5255
80,2021,9,Weekday,7113
80,2021,9,Saturday,4823
80,2021,9,Sunday - Holiday,3688
81,2021,9,Weekday,7553
81,2021,9,Saturday,5246
81,2021,9,Sunday - Holiday,4446
81W,2021,9,Weekday,915
81W,2021,9,Saturday,541
81W,2021,9,Sunday - Holiday,368
82,2021,9,Weekday,11341
82,2021,9,Saturday,6877
82,2021,9,Sunday - Holiday,5265
84,2021,9,Weekday,2428
84,2021,9,Saturday,1178
84,2021,9,Sunday - Holiday,893
85,2021,9,Weekday,6489
85,2021,9,Saturday,3903
85,2021,9,Sunday - Holiday,2969
85A,2021,9,Weekday,359
85A,2021,9,Saturday,196
86,2021,9,Weekday,1569
87,2021,9,Weekday,5991
87,2021,9,Saturday,3994
87,2021,9,Sunday - Holiday,3072
88,2021,9,Weekday,789
88,2021,9,Saturday,350
88,2021,9,Sunday - Holiday,272
8A,2021,9,Weekday,1697
8A,2021,9,Saturday,1034
8A,2021,9,Sunday - Holiday,939
9,2021,9,Weekday,11379
9,2021,9,Saturday,11368
9,2021,9,Sunday - Holiday,8918
90,2021,9,Weekday,2992
90,2021,9,Saturday,2142
90,2021,9,Sunday - Holiday,1471
91,2021,9,Weekday,4044
91,2021,9,Saturday,2202
91,2021,9,Sunday - Holiday,1531
92,2021,9,Weekday,4477
92,2021,9,Saturday,2599
92,2021,9,Sunday - Holiday,2084
93,2021,9,Weekday,2571
93,2021,9,Saturday,1114
94,2021,9,Weekday,7112
94,2021,9,Saturday,4004
94,2021,9,Sunday - Holiday,3007
95,2021,9,Weekday,3160
95,2021,9,Saturday,2276
95,2021,9,Sunday - Holiday,1727
96,2021,9,Weekday,465
97,2021,9,Weekday,1741
97,2021,9,Saturday,1220
97,2021,9,Sunday - Holiday,1011
J14,2021,9,Weekday,5121
J14,2021,9,Saturday,3048
J14,2021,9,Sunday - Holiday,2133
X49,2021,9,Weekday,3778
X9,2021,9,Weekday,4884
X98,2021,9,Weekday,13
X98,2021,9,Saturday,8
0,2021,8,Weekday,2902
0,2021,8,Saturday,2003
0,2021,8,Sunday - Holiday,1781
1,2021,8,Weekday,394
10,2021,8,Weekday,400
10,2021,8,Saturday,378
10,2021,8,Sunday - Holiday,351
100,2021,8,Weekday,233
1001,2021,8,Weekday,41
1001,2021,8,Saturday,542
1001,2021,8,Sunday - Holiday,254
103,2021,8,Weekday,889
103,2021,8,Saturday,596
103,2021,8,Sunday - Holiday,468
106,2021,8,Weekday,448
106,2021,8,Saturday,273
106,2021,8,Sunday - Holiday,182
108,2021,8,Weekday,405
11,2021,8,Weekday,833
11,2021,8,Saturday,516
11,2021,8,Sunday - Holiday,410
111,2021,8,Weekday,1307
111,2021,8,Saturday,925
111,2021,8,Sunday - Holiday,788
111A,2021,8,Weekday,161
111A,2021,8,Saturday,121
111A,2021,8,Sunday - Holiday,141
112,2021,8,Weekday,766
112,2021,8,Saturday,414
112,2021,8,Sunday - Holiday,312
115,2021,8,Weekday,1260
115,2021,8,Saturday,900
115,2021,8,Sunday - Holiday,718
119,2021,8,Weekday,1831
119,2021,8,Saturday,1301
119,2021,8,Sunday - Holiday,1118
12,2021,8,Weekday,5873
12,2021,8,Saturday,3844
12,2021,8,Sunday - Holiday,2853
120,2021,8,Weekday,127
121,2021,8,Weekday,159
124,2021,8,Weekday,878
124,2021,8,Saturday,1303
124,2021,8,Sunday - Holiday,989
125,2021,8,Weekday,305
126,2021,8,Weekday,2123
126,2021,8,Saturday,1432
126,2021,8,Sunday - Holiday,1181
128,2021,8,Saturday,767
130,2021,8,Weekday,349
130,2021,8,Saturday,465
130,2021,8,Sunday - Holiday,396
134,2021,8,Weekday,444
135,2021,8,Weekday,632
136,2021,8,Weekday,467
143,2021,8,Weekday,465
146,2021,8,Weekday,7524
146,2021,8,Saturday,7913
146,2021,8,Sunday - Holiday,5127
147,2021,8,Weekday,7169
147,2021,8,Saturday,6235
147,2021,8,Sunday - Holiday,5075
148,2021,8,Weekday,913
15,2021,8,Weekday,3710
15,2021,8,Saturday,2962
15,2021,8,Sunday - Holiday,2163
151,2021,8,Weekday,8612
151,2021,8,Saturday,10530
151,2021,8,Sunday - Holiday,7608
152,2021,8,Weekday,4704
152,2021,8,Saturday,2984
152,2021,8,Sunday - Holiday,2416
155,2021,8,Weekday,3708
155,2021,8,Saturday,3149
155,2021,8,Sunday - Holiday,2462
156,2021,8,Weekday,1616
157,2021,8,Weekday,2218
165,2021,8,Weekday,93
169,2021,8,Weekday,60
169,2021,8,Saturday,2
171,2021,8,Weekday,68
172,2021,8,Weekday,214
172,2021,8,Sunday - Holiday,92
18,2021,8,Weekday,1886
18,2021,8,Saturday,1352
18,2021,8,Sunday - Holiday,984
192,2021,8,Weekday,294
2,2021,8,Weekday,1005
20,2021,8,Weekday,7107
20,2021,8,Saturday,4794
20,2021,8,Sunday - Holiday,3658
201,2021,8,Weekday,807
201,2021,8,Saturday,566
206,2021,8,Weekday,206
21,2021,8,Weekday,4908
21,2021,8,Saturday,3946
21,2021,8,Sunday - Holiday,2904
22,2021,8,Weekday,10081
22,2021,8,Saturday,9546
22,2021,8,Sunday - Holiday,7770
24,2021,8,Weekday,1116
26,2021,8,Weekday,2098
28,2021,8,Weekday,2682
28,2021,8,Saturday,1724
28,2021,8,Sunday - Holiday,1424
29,2021,8,Weekday,5281
29,2021,8,Saturday,5738
29,2021,8,Sunday - Holiday,3834
3,2021,8,Weekday,8291
3,2021,8,Saturday,6234
3,2021,8,Sunday - Holiday,5229
30,2021,8,Weekday,1293
30,2021,8,Saturday,1110
30,2021,8,Sunday - Holiday,511
31,2021,8,Weekday,229
34,2021,8,Weekday,2102
34,2021,8,Saturday,1733
34,2021,8,Sunday - Holiday,1110
35,2021,8,Weekday,2318
35,2021,8,Saturday,1456
35,2021,8,Sunday - Holiday,1249
36,2021,8,Weekday,7910
36,2021,8,Saturday,8778
36,2021,8,Sunday - Holiday,7026
37,2021,8,Weekday,316
39,2021,8,Weekday,973
39,2021,8,Saturday,390
39,2021,8,Sunday - Holiday,324
4,2021,8,Weekday,9716
4,2021,8,Saturday,7358
4,2021,8,Sunday - Holiday,5779
43,2021,8,Weekday,735
43,2021,8,Saturday,378
43,2021,8,Sunday - Holiday,294
44,2021,8,Weekday,1382
44,2021,8,Saturday,723
44,2021,8,Sunday - Holiday,552
47,2021,8,Weekday,5385
47,2021,8,Saturday,3925
47,2021,8,Sunday - Holiday,3050
48,2021,8,Weekday,323
49,2021,8,Weekday,8667
49,2021,8,Saturday,7633
49,2021,8,Sunday - Holiday,6111
49B,2021,8,Weekday,2994
49B,2021,8,Saturday,2485
49B,2021,8,Sunday - Holiday,1896
5,2021,8,Weekday,234
5,2021,8,Saturday,193
5,2021,8,Sunday - Holiday,236
50,2021,8,Weekday,5270
50,2021,8,Saturday,3577
50,2021,8,Sunday - Holiday,2682
51,2021,8,Weekday,697
51,2021,8,Saturday,542
51,2021,8,Sunday - Holiday,383
52,2021,8,Weekday,4525
52,2021,8,Saturday,3096
52,2021,8,Sunday - Holiday,2145
52A,2021,8,Weekday,2069
52A,2021,8,Saturday,1150
52A,2021,8,Sunday - Holiday,845
53,2021,8,Weekday,9258
53,2021,8,Saturday,6804
53,2021,8,Sunday - Holiday,5123
53A,2021,8,Weekday,3710
53A,2021,8,Saturday,2040
53A,2021,8,Sunday - Holiday,1453
54,2021,8,Weekday,5316
54,2021,8,Saturday,3793
54,2021,8,Sunday - Holiday,2835
54A,2021,8,Weekday,377
54B,2021,8,Weekday,1548
54B,2021,8,Saturday,1260
54B,2021,8,Sunday - Holiday,936
55,2021,8,Weekday,4508
55,2021,8,Saturday,3475
55,2021,8,Sunday - Holiday,3064
55A,2021,8,Weekday,110
55N,2021,8,Weekday,225
55N,2021,8,Saturday,146
56,2021,8,Weekday,4437
56,2021,8,Saturday,3464
56,2021,8,Sunday - Holiday,2665
57,2021,8,Weekday,1016
57,2021,8,Saturday,459
57,2021,8,Sunday - Holiday,333
59,2021,8,Weekday,1432
59,2021,8,Saturday,979
6,2021,8,Weekday,4674
6,2021,8,Saturday,5295
6,2021,8,Sunday - Holiday,4069
60,2021,8,Weekday,5518
60,2021,8,Saturday,3585
60,2021,8,Sunday - Holiday,2881
62,2021,8,Weekday,5070
62,2021,8,Saturday,3758
62,2021,8,Sunday - Holiday,3206
62H,2021,8,Weekday,551
62H,2021,8,Saturday,342
63,2021,8,Weekday,7184
63,2021,8,Saturday,5333
63,2021,8,Sunday - Holiday,4342
63W,2021,8,Weekday,833
63W,2021,8,Saturday,398
63W,2021,8,Sunday - Holiday,346
65,2021,8,Weekday,3735
65,2021,8,Saturday,2565
65,2021,8,Sunday - Holiday,2298
66,2021,8,Weekday,11362
66,2021,8,Saturday,8991
66,2021,8,Sunday - Holiday,6677
67,2021,8,Weekday,4506
67,2021,8,Saturday,3515
67,2021,8,Sunday - Holiday,2606
68,2021,8,Weekday,577
68,2021,8,Saturday,301
68,2021,8,Sunday - Holiday,221
7,2021,8,Weekday,2002
70,2021,8,Weekday,4071
70,2021,8,Saturday,2910
70,2021,8,Sunday - Holiday,2196
71,2021,8,Weekday,4341
71,2021,8,Saturday,3667
71,2021,8,Sunday - Holiday,2928
72,2021,8,Weekday,7372
72,2021,8,Saturday,6782
72,2021,8,Sunday - Holiday,5173
73,2021,8,Weekday,2357
73,2021,8,Saturday,1473
73,2021,8,Sunday - Holiday,1263
74,2021,8,Weekday,6245
74,2021,8,Saturday,4922
74,2021,8,Sunday - Holiday,3451
75,2021,8,Weekday,3277
75,2021,8,Saturday,2480
75,2021,8,Sunday - Holiday,1826
76,2021,8,Weekday,6386
76,2021,8,Saturday,4751
76,2021,8,Sunday - Holiday,3271
77,2021,8,Weekday,10008
77,2021,8,Saturday,7882
77,2021,8,Sunday - Holiday,6301
78,2021,8,Weekday,3447
78,2021,8,Saturday,2609
78,2021,8,Sunday - Holiday,2000
79,2021,8,Weekday,11185
79,2021,8,Saturday,8963
79,2021,8,Sunday - Holiday,7106
8,2021,8,Weekday,9413
8,2021,8,Saturday,7027
8,2021,8,Sunday - Holiday,4556
80,2021,8,Weekday,5965
80,2021,8,Saturday,4752
80,2021,8,Sunday - Holiday,3748
81,2021,8,Weekday,6779
81,2021,8,Saturday,5321
81,2021,8,Sunday - Holiday,4437
81W,2021,8,Weekday,831
81W,2021,8,Saturday,560
81W,2021,8,Sunday - Holiday,367
82,2021,8,Weekday,8652
82,2021,8,Saturday,6448
82,2021,8,Sunday - Holiday,4967
84,2021,8,Weekday,1743
84,2021,8,Saturday,1114
84,2021,8,Sunday - Holiday,787
85,2021,8,Weekday,5204
85,2021,8,Saturday,3513
85,2021,8,Sunday - Holiday,2893
85A,2021,8,Weekday,313
85A,2021,8,Saturday,165
86,2021,8,Weekday,943
87,2021,8,Weekday,5030
87,2021,8,Saturday,3509
87,2021,8,Sunday - Holiday,2996
88,2021,8,Weekday,611
88,2021,8,Saturday,360
88,2021,8,Sunday - Holiday,265
8A,2021,8,Weekday,1322
8A,2021,8,Saturday,1119
8A,2021,8,Sunday - Holiday,820
9,2021,8,Weekday,10224
9,2021,8,Saturday,10573
9,2021,8,Sunday - Holiday,9025
90,2021,8,Weekday,2726
90,2021,8,Saturday,1942
90,2021,8,Sunday - Holiday,1415
91,2021,8,Weekday,3339
91,2021,8,Saturday,2018
91,2021,8,Sunday - Holiday,1549
92,2021,8,Weekday,3532
92,2021,8,Saturday,2314
92,2021,8,Sunday - Holiday,1873
93,2021,8,Weekday,1976
93,2021,8,Saturday,999
94,2021,8,Weekday,5895
94,2021,8,Saturday,3627
94,2021,8,Sunday - Holiday,2899
95,2021,8,Weekday,2804
95,2021,8,Saturday,2184
95,2021,8,Sunday - Holiday,1676
96,2021,8,Weekday,450
97,2021,8,Weekday,1599
97,2021,8,Saturday,1230
97,2021,8,Sunday - Holiday,901
J14,2021,8,Weekday,4659
J14,2021,8,Saturday,2917
J14,2021,8,Sunday - Holiday,2396
X49,2021,8,Weekday,2485
X9,2021,8,Weekday,3576
X9,2021,8,Saturday,39
X98,2021,8,Weekday,19
X98,2021,8,Saturday,10
0,2021,7,Weekday,3473
0,2021,7,Saturday,1919
0,2021,7,Sunday - Holiday,1517
1,2021,7,Weekday,384
10,2021,7,Weekday,428
10,2021,7,Saturday,483
10,2021,7,Sunday - Holiday,522
100,2021,7,Weekday,226
1001,2021,7,Weekday,67
1001,2021,7,Saturday,155
1001,2021,7,Sunday - Holiday,130
103,2021,7,Weekday,885
103,2021,7,Saturday,546
103,2021,7,Sunday - Holiday,419
106,2021,7,Weekday,439
106,2021,7,Saturday,275
106,2021,7,Sunday - Holiday,213
108,2021,7,Weekday,410
11,2021,7,Weekday,783
11,2021,7,Saturday,546
11,2021,7,Sunday - Holiday,369
111,2021,7,Weekday,1288
111,2021,7,Saturday,898
111,2021,7,Sunday - Holiday,681
111A,2021,7,Weekday,173
111A,2021,7,Saturday,160
111A,2021,7,Sunday - Holiday,124
112,2021,7,Weekday,738
112,2021,7,Saturday,446
112,2021,7,Sunday - Holiday,314
115,2021,7,Weekday,1227
115,2021,7,Saturday,873
115,2021,7,Sunday - Holiday,684
119,2021,7,Weekday,1913
119,2021,7,Saturday,1284
119,2021,7,Sunday - Holiday,1071
12,2021,7,Weekday,5532
12,2021,7,Saturday,3470
12,2021,7,Sunday - Holiday,2650
120,2021,7,Weekday,112
121,2021,7,Weekday,148
124,2021,7,Weekday,967
124,2021,7,Saturday,1427
124,2021,7,Sunday - Holiday,1156
125,2021,7,Weekday,283
126,2021,7,Weekday,1989
126,2021,7,Saturday,1430
126,2021,7,Sunday - Holiday,1202
130,2021,7,Weekday,360
130,2021,7,Saturday,409
130,2021,7,Sunday - Holiday,452
134,2021,7,Weekday,440
135,2021,7,Weekday,611
136,2021,7,Weekday,487
143,2021,7,Weekday,421
146,2021,7,Weekday,7341
146,2021,7,Saturday,6614
146,2021,7,Sunday - Holiday,5045
147,2021,7,Weekday,6999
147,2021,7,Saturday,6009
147,2021,7,Sunday - Holiday,4811
148,2021,7,Weekday,796
15,2021,7,Weekday,3658
15,2021,7,Saturday,2883
15,2021,7,Sunday - Holiday,2152
151,2021,7,Weekday,8704
151,2021,7,Saturday,9920
151,2021,7,Sunday - Holiday,7897
152,2021,7,Weekday,4449
152,2021,7,Saturday,2739
152,2021,7,Sunday - Holiday,2145
155,2021,7,Weekday,3548
155,2021,7,Saturday,3098
155,2021,7,Sunday - Holiday,2447
156,2021,7,Weekday,1657
157,2021,7,Weekday,1777
165,2021,7,Weekday,91
169,2021,7,Weekday,54
169,2021,7,Saturday,18
171,2021,7,Weekday,91
172,2021,7,Weekday,189
18,2021,7,Weekday,1757
18,2021,7,Saturday,1416
18,2021,7,Sunday - Holiday,892
19,2021,7,Weekday,71
19,2021,7,Saturday,4
192,2021,7,Weekday,275
2,2021,7,Weekday,1045
20,2021,7,Weekday,7135
20,2021,7,Saturday,4991
20,2021,7,Sunday - Holiday,3871
201,2021,7,Weekday,749
201,2021,7,Saturday,571
206,2021,7,Weekday,91
21,2021,7,Weekday,4721
21,2021,7,Saturday,3880
21,2021,7,Sunday - Holiday,2639
22,2021,7,Weekday,10122
22,2021,7,Saturday,9490
22,2021,7,Sunday - Holiday,7513
24,2021,7,Weekday,1026
26,2021,7,Weekday,2032
28,2021,7,Weekday,2646
28,2021,7,Saturday,1840
28,2021,7,Sunday - Holiday,1307
29,2021,7,Weekday,5408
29,2021,7,Saturday,5430
29,2021,7,Sunday - Holiday,3924
3,2021,7,Weekday,8487
3,2021,7,Saturday,6286
3,2021,7,Sunday - Holiday,4836
30,2021,7,Weekday,1257
30,2021,7,Saturday,1077
30,2021,7,Sunday - Holiday,446
31,2021,7,Weekday,204
34,2021,7,Weekday,1992
34,2021,7,Saturday,1765
34,2021,7,Sunday - Holiday,1028
35,2021,7,Weekday,2177
35,2021,7,Saturday,1482
35,2021,7,Sunday - Holiday,1071
36,2021,7,Weekday,7946
36,2021,7,Saturday,8194
36,2021,7,Sunday - Holiday,6263
37,2021,7,Weekday,346
39,2021,7,Weekday,839
39,2021,7,Saturday,355
39,2021,7,Sunday - Holiday,315
4,2021,7,Weekday,9687
4,2021,7,Saturday,7324
4,2021,7,Sunday - Holiday,5628
43,2021,7,Weekday,696
43,2021,7,Saturday,412
43,2021,7,Sunday - Holiday,285
44,2021,7,Weekday,1336
44,2021,7,Saturday,780
44,2021,7,Sunday - Holiday,604
47,2021,7,Weekday,5169
47,2021,7,Saturday,3981
47,2021,7,Sunday - Holiday,2917
48,2021,7,Weekday,286
49,2021,7,Weekday,8428
49,2021,7,Saturday,7893
49,2021,7,Sunday - Holiday,5918
49B,2021,7,Weekday,2952
49B,2021,7,Saturday,2359
49B,2021,7,Sunday - Holiday,1927
5,2021,7,Weekday,206
5,2021,7,Saturday,221
5,2021,7,Sunday - Holiday,211
50,2021,7,Weekday,5054
50,2021,7,Saturday,3409
50,2021,7,Sunday - Holiday,2574
51,2021,7,Weekday,655
51,2021,7,Saturday,497
51,2021,7,Sunday - Holiday,335
52,2021,7,Weekday,4289
52,2021,7,Saturday,2912
52,2021,7,Sunday - Holiday,2129
52A,2021,7,Weekday,1997
52A,2021,7,Saturday,1143
52A,2021,7,Sunday - Holiday,770
53,2021,7,Weekday,9115
53,2021,7,Saturday,6875
53,2021,7,Sunday - Holiday,5324
53A,2021,7,Weekday,3537
53A,2021,7,Saturday,1938
53A,2021,7,Sunday - Holiday,1414
54,2021,7,Weekday,5336
54,2021,7,Saturday,3853
54,2021,7,Sunday - Holiday,2795
54A,2021,7,Weekday,348
54B,2021,7,Weekday,1593
54B,2021,7,Saturday,1334
54B,2021,7,Sunday - Holiday,854
55,2021,7,Weekday,4390
55,2021,7,Saturday,3536
55,2021,7,Sunday - Holiday,2936
55A,2021,7,Weekday,108
55N,2021,7,Weekday,200
55N,2021,7,Saturday,130
56,2021,7,Weekday,4357
56,2021,7,Saturday,3016
56,2021,7,Sunday - Holiday,2428
57,2021,7,Weekday,1004
57,2021,7,Saturday,490
57,2021,7,Sunday - Holiday,366
59,2021,7,Weekday,1346
59,2021,7,Saturday,952
6,2021,7,Weekday,4681
6,2021,7,Saturday,5125
6,2021,7,Sunday - Holiday,4249
60,2021,7,Weekday,4988
60,2021,7,Saturday,3599
60,2021,7,Sunday - Holiday,2587
62,2021,7,Weekday,4911
62,2021,7,Saturday,3572
62,2021,7,Sunday - Holiday,3010
62H,2021,7,Weekday,545
62H,2021,7,Saturday,298
63,2021,7,Weekday,7002
63,2021,7,Saturday,5344
63,2021,7,Sunday - Holiday,4403
63W,2021,7,Weekday,776
63W,2021,7,Saturday,344
63W,2021,7,Sunday - Holiday,337
65,2021,7,Weekday,3674
65,2021,7,Saturday,3168
65,2021,7,Sunday - Holiday,2420
66,2021,7,Weekday,11132
66,2021,7,Saturday,8799
66,2021,7,Sunday - Holiday,6865
67,2021,7,Weekday,4295
67,2021,7,Saturday,3318
67,2021,7,Sunday - Holiday,2620
68,2021,7,Weekday,537
68,2021,7,Saturday,276
68,2021,7,Sunday - Holiday,209
7,2021,7,Weekday,1625
70,2021,7,Weekday,3908
70,2021,7,Saturday,2992
70,2021,7,Sunday - Holiday,2422
71,2021,7,Weekday,4419
71,2021,7,Saturday,3760
71,2021,7,Sunday - Holiday,2680
72,2021,7,Weekday,7483
72,2021,7,Saturday,6563
72,2021,7,Sunday - Holiday,5262
73,2021,7,Weekday,2405
73,2021,7,Saturday,1406
73,2021,7,Sunday - Holiday,1198
74,2021,7,Weekday,5995
74,2021,7,Saturday,4969
74,2021,7,Sunday - Holiday,3450
75,2021,7,Weekday,3132
75,2021,7,Saturday,2358
75,2021,7,Sunday - Holiday,1929
76,2021,7,Weekday,6183
76,2021,7,Saturday,4585
76,2021,7,Sunday - Holiday,3015
77,2021,7,Weekday,10018
77,2021,7,Saturday,8044
77,2021,7,Sunday - Holiday,6039
78,2021,7,Weekday,3272
78,2021,7,Saturday,2582
78,2021,7,Sunday - Holiday,2043
79,2021,7,Weekday,11492
79,2021,7,Saturday,9071
79,2021,7,Sunday - Holiday,7001
8,2021,7,Weekday,8592
8,2021,7,Saturday,6833
8,2021,7,Sunday - Holiday,4767
80,2021,7,Weekday,5842
80,2021,7,Saturday,4811
80,2021,7,Sunday - Holiday,3549
81,2021,7,Weekday,6652
81,2021,7,Saturday,5309
81,2021,7,Sunday - Holiday,4423
81W,2021,7,Weekday,820
81W,2021,7,Saturday,543
81W,2021,7,Sunday - Holiday,396
82,2021,7,Weekday,8260
82,2021,7,Saturday,6286
82,2021,7,Sunday - Holiday,4921
84,2021,7,Weekday,1665
84,2021,7,Saturday,1070
84,2021,7,Sunday - Holiday,840
85,2021,7,Weekday,5041
85,2021,7,Saturday,3773
85,2021,7,Sunday - Holiday,2903
85A,2021,7,Weekday,301
85A,2021,7,Saturday,182
86,2021,7,Weekday,865
87,2021,7,Weekday,4841
87,2021,7,Saturday,3701
87,2021,7,Sunday - Holiday,3048
88,2021,7,Weekday,607
88,2021,7,Saturday,348
88,2021,7,Sunday - Holiday,270
8A,2021,7,Weekday,1339
8A,2021,7,Saturday,1134
8A,2021,7,Sunday - Holiday,817
9,2021,7,Weekday,10234
9,2021,7,Saturday,10748
9,2021,7,Sunday - Holiday,8270
90,2021,7,Weekday,2648
90,2021,7,Saturday,1934
90,2021,7,Sunday - Holiday,1321
91,2021,7,Weekday,3184
91,2021,7,Saturday,2063
91,2021,7,Sunday - Holiday,1565
92,2021,7,Weekday,3370
92,2021,7,Saturday,2335
92,2021,7,Sunday - Holiday,1958
93,2021,7,Weekday,1738
93,2021,7,Saturday,987
94,2021,7,Weekday,5484
94,2021,7,Saturday,3570
94,2021,7,Sunday - Holiday,2829
95,2021,7,Weekday,2692
95,2021,7,Saturday,2190
95,2021,7,Sunday - Holiday,1729
96,2021,7,Weekday,417
97,2021,7,Weekday,1621
97,2021,7,Saturday,1257
97,2021,7,Sunday - Holiday,893
J14,2021,7,Weekday,4554
