station_id,lat,lng
1,41.8806071061826,-87.6288414001465
2,41.8682166475006,-87.6367378234863
3,41.8685998935584,-87.6243782043457
4,41.8803516570603,-87.6403427124024
5,41.8886532308141,-87.6242065429688
6,41.8808625542838,-87.6211166381836
7,41.895166018115,-87.6260948181152
8,41.8929951627981,-87.6348495483399
9,41.8588902852834,-87.6216316223145
10,41.8522460195422,-87.6257514953613
