origin_id,destination_id,duration_sec
17031010100,01033020100,41019.2
17031010100,01033020200,41108.3
17031010100,01033020300,41194.0
17031010100,01033020400,41527.2
17031010100,01033020500,41438.2
17031010100,01033020600,41343.6
17031010100,01033020703,41166.4
17031010100,01033020704,41085.2
17031010100,01033020705,41086.5
17031010100,01033020706,41274.3
